path	size_bytes	mtime_unix_s
binary_dvfs/xpyd_binary_dvfs_255346/raw/windows/001-global_warmup-warmup-r01/P0/raw_metrics/000011_periodic.prom	87925	1788167267.770323
binary_dvfs/xpyd_binary_dvfs_255346/raw/windows/001-global_warmup-warmup-r01/P0/raw_metrics/000012_periodic.prom	87925	1788167268.779322
binary_dvfs/xpyd_binary_dvfs_255346/raw/windows/001-global_warmup-warmup-r01/P0/raw_metrics/000013_periodic.prom	87922	1788167269.761322
binary_dvfs/xpyd_binary_dvfs_255346/raw/windows/001-global_warmup-warmup-r01/P0/raw_metrics/000014_periodic.prom	87925	1788167270.779321
binary_dvfs/xpyd_binary_dvfs_255346/raw/windows/001-global_warmup-warmup-r01/P0/raw_metrics/000015_periodic.prom	87921	1788167271.755321
binary_dvfs/xpyd_binary_dvfs_255346/raw/windows/001-global_warmup-warmup-r01/P0/raw_metrics/000016_periodic.prom	87921	1788167272.750321
binary_dvfs/xpyd_binary_dvfs_255346/raw/windows/001-global_warmup-warmup-r01/P0/raw_metrics/000017_periodic.prom	87937	1788167273.750320
binary_dvfs/xpyd_binary_dvfs_255346/raw/windows/001-global_warmup-warmup-r01/P0/raw_metrics/000018_periodic.prom	87925	1788167274.774320
binary_dvfs/xpyd_binary_dvfs_255346/raw/windows/001-global_warmup-warmup-r01/P0/raw_metrics/000019_periodic.prom	87929	1788167275.777320
binary_dvfs/xpyd_binary_dvfs_255346/raw/windows/001-global_warmup-warmup-r01/P1/capability.json	906	1788167228.033336
binary_dvfs/xpyd_binary_dvfs_255346/raw/windows/001-global_warmup-warmup-r01/P1/monitor.log	132	1788167229.763335
binary_dvfs/xpyd_binary_dvfs_255346/raw/windows/001-global_warmup-warmup-r01/P1/samples.jsonl	318727	1788167286.344316
binary_dvfs/xpyd_binary_dvfs_255346/raw/windows/001-global_warmup-warmup-r01/P1/stop.requested	5	1788167286.331316
binary_dvfs/xpyd_binary_dvfs_255346/raw/windows/001-global_warmup-warmup-r01/P1/raw_metrics/000001_before.prom	85843	1788167258.603326
binary_dvfs/xpyd_binary_dvfs_255346/raw/windows/001-global_warmup-warmup-r01/P1/raw_metrics/000002_periodic.prom	85844	1788167258.764326
binary_dvfs/xpyd_binary_dvfs_255346/raw/windows/001-global_warmup-warmup-r01/P1/raw_metrics/000003_periodic.prom	85844	1788167259.772325
binary_dvfs/xpyd_binary_dvfs_255346/raw/windows/001-global_warmup-warmup-r01/P1/raw_metrics/000004_periodic.prom	85844	1788167260.754325
binary_dvfs/xpyd_binary_dvfs_255346/raw/windows/001-global_warmup-warmup-r01/P1/raw_metrics/000005_periodic.prom	85844	1788167261.647325
binary_dvfs/xpyd_binary_dvfs_255346/raw/windows/001-global_warmup-warmup-r01/P1/raw_metrics/000006_periodic.prom	85844	1788167262.748324
binary_dvfs/xpyd_binary_dvfs_255346/raw/windows/001-global_warmup-warmup-r01/P1/raw_metrics/000007_periodic.prom	85844	1788167263.767324
binary_dvfs/xpyd_binary_dvfs_255346/raw/windows/001-global_warmup-warmup-r01/P1/raw_metrics/000008_periodic.prom	85844	1788167264.744323
binary_dvfs/xpyd_binary_dvfs_255346/raw/windows/001-global_warmup-warmup-r01/P1/raw_metrics/000009_periodic.prom	85844	1788167265.764323
binary_dvfs/xpyd_binary_dvfs_255346/raw/windows/001-global_warmup-warmup-r01/P1/raw_metrics/000010_periodic.prom	85844	1788167266.672323
binary_dvfs/xpyd_binary_dvfs_255346/raw/windows/001-global_warmup-warmup-r01/P1/raw_metrics/000011_periodic.prom	87925	1788167267.766323
binary_dvfs/xpyd_binary_dvfs_255346/raw/windows/001-global_warmup-warmup-r01/P1/raw_metrics/000012_periodic.prom	87928	1788167268.774322
binary_dvfs/xpyd_binary_dvfs_255346/raw/windows/001-global_warmup-warmup-r01/P1/raw_metrics/000013_periodic.prom	87941	1788167269.776322
binary_dvfs/xpyd_binary_dvfs_255346/raw/windows/001-global_warmup-warmup-r01/P1/raw_metrics/000014_periodic.prom	87928	1788167270.760322
binary_dvfs/xpyd_binary_dvfs_255346/raw/windows/001-global_warmup-warmup-r01/P1/raw_metrics/000015_periodic.prom	87925	1788167271.759321
binary_dvfs/xpyd_binary_dvfs_255346/raw/windows/001-global_warmup-warmup-r01/P1/raw_metrics/000016_periodic.prom	87939	1788167272.663321
binary_dvfs/xpyd_binary_dvfs_255346/raw/windows/001-global_warmup-warmup-r01/P1/raw_metrics/000017_periodic.prom	87926	1788167273.713320
binary_dvfs/xpyd_binary_dvfs_255346/raw/windows/001-global_warmup-warmup-r01/P1/raw_metrics/000018_periodic.prom	87926	1788167274.769320
binary_dvfs/xpyd_binary_dvfs_255346/raw/windows/001-global_warmup-warmup-r01/P1/raw_metrics/000019_periodic.prom	87931	1788167275.772320
binary_dvfs/xpyd_binary_dvfs_255346/raw/windows/001-global_warmup-warmup-r01/client/client.log	134	1788167276.286320
binary_dvfs/xpyd_binary_dvfs_255346/raw/windows/001-global_warmup-warmup-r01/client/command.json	1399	1788167227.328336
binary_dvfs/xpyd_binary_dvfs_255346/raw/windows/001-global_warmup-warmup-r01/client/requests.jsonl	17884	1788167275.659320
binary_dvfs/xpyd_binary_dvfs_255346/raw/windows/001-global_warmup-warmup-r01/client/summary.json	1689	1788167275.655320
binary_dvfs/xpyd_binary_dvfs_255346/raw/windows/001-global_warmup-warmup-r01/client/summary.txt	925	1788167275.661320
binary_dvfs/xpyd_binary_dvfs_255346/raw/windows/001-global_warmup-warmup-r01/client/trace.csv	920	1788167227.326336
flashinfer/.cache/flashinfer/0.6.1/89/flashinfer_jit.log	0	1788166830.476476
launcher/fixed_clock_evidence.log	46013	1788167350.921294
launcher/vllm_ganymede_8200.log	33821	1788167333.688300
launcher/vllm_ganymede_8201.log	32631	1788167331.302301
launcher/vllm_uranus_8100.log	31107	1788167296.322313
launcher/vllm_uranus_8101.log	29971	1788167296.322313
launcher/xpyd_phase3c_proxy_255346.jsonl	32873	1788167275.652320
launcher/xpyd_phase4b_route_control_255346.json	160	1788167227.289336
live_clock/ganymede.jsonl	6385	1788166784.458493
live_clock/ganymede.monitor.log	163	1788166783.666493
live_clock/uranus.jsonl	4795	1788166784.271493
live_clock/uranus.monitor.log	236	1788166784.296493
python-pycache/data/users/chjing/Sweep_LLM_Jobs_broker/jobs/20260831-105712-luqia-xpyd-phase4b-binary-dvfs-feedback-r4-diagnostic-sync/source/paper/scripts/xpyd/__init__.cpython-310.pyc	2110	1788166749.084506
python-pycache/data/users/chjing/Sweep_LLM_Jobs_broker/jobs/20260831-105712-luqia-xpyd-phase4b-binary-dvfs-feedback-r4-diagnostic-sync/source/paper/scripts/xpyd/binary_dvfs_evaluation.cpython-310.pyc	31817	1788166750.052506
python-pycache/data/users/chjing/Sweep_LLM_Jobs_broker/jobs/20260831-105712-luqia-xpyd-phase4b-binary-dvfs-feedback-r4-diagnostic-sync/source/paper/scripts/xpyd/compatibility.cpython-310.pyc	4698	1788166749.094506
python-pycache/data/users/chjing/Sweep_LLM_Jobs_broker/jobs/20260831-105712-luqia-xpyd-phase4b-binary-dvfs-feedback-r4-diagnostic-sync/source/paper/scripts/xpyd/disagg_proxy.cpython-310.pyc	25557	1788167220.048339
python-pycache/data/users/chjing/Sweep_LLM_Jobs_broker/jobs/20260831-105712-luqia-xpyd-phase4b-binary-dvfs-feedback-r4-diagnostic-sync/source/paper/scripts/xpyd/dry_run_controller.cpython-310.pyc	13314	1788166750.388506
python-pycache/data/users/chjing/Sweep_LLM_Jobs_broker/jobs/20260831-105712-luqia-xpyd-phase4b-binary-dvfs-feedback-r4-diagnostic-sync/source/paper/scripts/xpyd/feedback_scheduler.cpython-310.pyc	18829	1788166749.393506
python-pycache/data/users/chjing/Sweep_LLM_Jobs_broker/jobs/20260831-105712-luqia-xpyd-phase4b-binary-dvfs-feedback-r4-diagnostic-sync/source/paper/scripts/xpyd/hardware.cpython-310.pyc	5686	1788166749.405506
python-pycache/data/users/chjing/Sweep_LLM_Jobs_broker/jobs/20260831-105712-luqia-xpyd-phase4b-binary-dvfs-feedback-r4-diagnostic-sync/source/paper/scripts/xpyd/nvml_readonly.cpython-310.pyc	12726	1788166750.440506
python-pycache/data/users/chjing/Sweep_LLM_Jobs_broker/jobs/20260831-105712-luqia-xpyd-phase4b-binary-dvfs-feedback-r4-diagnostic-sync/source/paper/scripts/xpyd/phase3a_observability.cpython-310.pyc	52196	1788166750.249506
python-pycache/data/users/chjing/Sweep_LLM_Jobs_broker/jobs/20260831-105712-luqia-xpyd-phase4b-binary-dvfs-feedback-r4-diagnostic-sync/source/paper/scripts/xpyd/phase3b_characterization.cpython-310.pyc	32761	1788166750.424506
python-pycache/data/users/chjing/Sweep_LLM_Jobs_broker/jobs/20260831-105712-luqia-xpyd-phase4b-binary-dvfs-feedback-r4-diagnostic-sync/source/paper/scripts/xpyd/phase3b_energy.cpython-310.pyc	36821	1788166750.471506
python-pycache/data/users/chjing/Sweep_LLM_Jobs_broker/jobs/20260831-105712-luqia-xpyd-phase4b-binary-dvfs-feedback-r4-diagnostic-sync/source/paper/scripts/xpyd/phase3c_substrate.cpython-310.pyc	32926	1788166750.153506
python-pycache/data/users/chjing/Sweep_LLM_Jobs_broker/jobs/20260831-105712-luqia-xpyd-phase4b-binary-dvfs-feedback-r4-diagnostic-sync/source/paper/scripts/xpyd/phase3d_control.cpython-310.pyc	43394	1788166750.498506
python-pycache/data/users/chjing/Sweep_LLM_Jobs_broker/jobs/20260831-105712-luqia-xpyd-phase4b-binary-dvfs-feedback-r4-diagnostic-sync/source/paper/scripts/xpyd/phase4b_evaluation.cpython-310.pyc	69624	1788166750.540506
python-pycache/data/users/chjing/Sweep_LLM_Jobs_broker/jobs/20260831-105712-luqia-xpyd-phase4b-binary-dvfs-feedback-r4-diagnostic-sync/source/paper/scripts/xpyd/prometheus.cpython-310.pyc	10686	1788166749.464506
python-pycache/data/users/chjing/Sweep_LLM_Jobs_broker/jobs/20260831-105712-luqia-xpyd-phase4b-binary-dvfs-feedback-r4-diagnostic-sync/source/paper/scripts/xpyd/registry.cpython-310.pyc	4108	1788166749.420506
python-pycache/data/users/chjing/Sweep_LLM_Jobs_broker/jobs/20260831-105712-luqia-xpyd-phase4b-binary-dvfs-feedback-r4-diagnostic-sync/source/paper/scripts/xpyd/route_probing.cpython-310.pyc	11122	1788166750.555506
python-pycache/data/users/chjing/Sweep_LLM_Jobs_broker/jobs/20260831-105712-luqia-xpyd-phase4b-binary-dvfs-feedback-r4-diagnostic-sync/source/paper/scripts/xpyd/telemetry.cpython-310.pyc	10285	1788166749.434506
python-pycache/data/users/chjing/Sweep_LLM_Jobs_broker/jobs/20260831-105712-luqia-xpyd-phase4b-binary-dvfs-feedback-r4-diagnostic-sync/source/paper/scripts/xpyd/types.cpython-310.pyc	4469	1788166749.364506
python-pycache/data/users/chjing/Sweep_LLM_Jobs_broker/jobs/20260831-105712-luqia-xpyd-phase4b-binary-dvfs-feedback-r4-diagnostic-sync/source/paper/scripts/xpyd/vllm_metrics.cpython-310.pyc	18039	1788166749.489506
python-pycache/data/users/chjing/miniforge3/envs/cuda-env/lib/python3.10/__future__.cpython-310.pyc	4170	1788166748.510506
python-pycache/data/users/chjing/miniforge3/envs/cuda-env/lib/python3.10/_collections_abc.cpython-310.pyc	32964	1788166748.427506
python-pycache/data/users/chjing/miniforge3/envs/cuda-env/lib/python3.10/_compat_pickle.cpython-310.pyc	5911	1788166752.129505
python-pycache/data/users/chjing/miniforge3/envs/cuda-env/lib/python3.10/_compression.cpython-310.pyc	4551	1788166749.023506
python-pycache/data/users/chjing/miniforge3/envs/cuda-env/lib/python3.10/_markupbase.cpython-310.pyc	7611	1788166805.944485
python-pycache/data/users/chjing/miniforge3/envs/cuda-env/lib/python3.10/_pyio.cpython-310.pyc	73693	1788166757.578503
python-pycache/data/users/chjing/miniforge3/envs/cuda-env/lib/python3.10/_sitebuiltins.cpython-310.pyc	3586	1788166748.466506
python-pycache/data/users/chjing/miniforge3/envs/cuda-env/lib/python3.10/_sysconfigdata__linux_x86_64-linux-gnu.cpython-310.pyc	40867	1788166778.194495
python-pycache/data/users/chjing/miniforge3/envs/cuda-env/lib/python3.10/_weakrefset.cpython-310.pyc	7647	1788166749.156506
python-pycache/data/users/chjing/miniforge3/envs/cuda-env/lib/python3.10/abc.cpython-310.pyc	6790	1788166748.357507
python-pycache/data/users/chjing/miniforge3/envs/cuda-env/lib/python3.10/argparse.cpython-310.pyc	63265	1788166748.542506
python-pycache/data/users/chjing/miniforge3/envs/cuda-env/lib/python3.10/ast.cpython-310.pyc	55778	1788166749.219506
python-pycache/data/users/chjing/miniforge3/envs/cuda-env/lib/python3.10/base64.cpython-310.pyc	17201	1788166749.607506
python-pycache/data/users/chjing/miniforge3/envs/cuda-env/lib/python3.10/bdb.cpython-310.pyc	25871	1788166757.186503
python-pycache/data/users/chjing/miniforge3/envs/cuda-env/lib/python3.10/bisect.cpython-310.pyc	2627	1788166749.551506
python-pycache/data/users/chjing/miniforge3/envs/cuda-env/lib/python3.10/bz2.cpython-310.pyc	10909	1788166749.013506
python-pycache/data/users/chjing/miniforge3/envs/cuda-env/lib/python3.10/cProfile.cpython-310.pyc	5152	1788166770.407498
python-pycache/data/users/chjing/miniforge3/envs/cuda-env/lib/python3.10/calendar.cpython-310.pyc	26342	1788166749.934506
python-pycache/data/users/chjing/miniforge3/envs/cuda-env/lib/python3.10/cmd.cpython-310.pyc	12746	1788166757.168503
python-pycache/data/users/chjing/miniforge3/envs/cuda-env/lib/python3.10/code.cpython-310.pyc	9996	1788166757.196503
python-pycache/data/users/chjing/miniforge3/envs/cuda-env/lib/python3.10/codecs.cpython-310.pyc	33258	1788166748.317507
python-pycache/data/users/chjing/miniforge3/envs/cuda-env/lib/python3.10/codeop.cpython-310.pyc	5634	1788166757.204503
python-pycache/data/users/chjing/miniforge3/envs/cuda-env/lib/python3.10/colorsys.cpython-310.pyc	3304	1788166771.440498
python-pycache/data/users/chjing/miniforge3/envs/cuda-env/lib/python3.10/configparser.cpython-310.pyc	45497	1788166753.623505
python-pycache/data/users/chjing/miniforge3/envs/cuda-env/lib/python3.10/contextlib.cpython-310.pyc	20934	1788166749.234506
python-pycache/data/users/chjing/miniforge3/envs/cuda-env/lib/python3.10/contextvars.cpython-310.pyc	285	1788166750.770506
python-pycache/data/users/chjing/miniforge3/envs/cuda-env/lib/python3.10/copy.cpython-310.pyc	7035	1788166749.128506
python-pycache/data/users/chjing/miniforge3/envs/cuda-env/lib/python3.10/copyreg.cpython-310.pyc	4722	1788166748.734506
python-pycache/data/users/chjing/miniforge3/envs/cuda-env/lib/python3.10/csv.cpython-310.pyc	11837	1788166750.064506
python-pycache/data/users/chjing/miniforge3/envs/cuda-env/lib/python3.10/dataclasses.cpython-310.pyc	26617	1788166749.116506
python-pycache/data/users/chjing/miniforge3/envs/cuda-env/lib/python3.10/datetime.cpython-310.pyc	56572	1788166749.895506
python-pycache/data/users/chjing/miniforge3/envs/cuda-env/lib/python3.10/decimal.cpython-310.pyc	401	1788166750.123506
python-pycache/data/users/chjing/miniforge3/envs/cuda-env/lib/python3.10/difflib.cpython-310.pyc	58944	1788166756.445503
python-pycache/data/users/chjing/miniforge3/envs/cuda-env/lib/python3.10/dis.cpython-310.pyc	15695	1788166749.252506
python-pycache/data/users/chjing/miniforge3/envs/cuda-env/lib/python3.10/enum.cpython-310.pyc	26102	1788166748.573506
python-pycache/data/users/chjing/miniforge3/envs/cuda-env/lib/python3.10/filecmp.cpython-310.pyc	8788	1788166803.811486
python-pycache/data/users/chjing/miniforge3/envs/cuda-env/lib/python3.10/fnmatch.cpython-310.pyc	4283	1788166748.864506
python-pycache/data/users/chjing/miniforge3/envs/cuda-env/lib/python3.10/fractions.cpython-310.pyc	18639	1788166750.116506
python-pycache/data/users/chjing/miniforge3/envs/cuda-env/lib/python3.10/functools.cpython-310.pyc	28374	1788166748.660506
python-pycache/data/users/chjing/miniforge3/envs/cuda-env/lib/python3.10/genericpath.cpython-310.pyc	3946	1788166748.456506
python-pycache/data/users/chjing/miniforge3/envs/cuda-env/lib/python3.10/getopt.cpython-310.pyc	6378	1788166810.369483
python-pycache/data/users/chjing/miniforge3/envs/cuda-env/lib/python3.10/getpass.cpython-310.pyc	4249	1788166770.493498
python-pycache/data/users/chjing/miniforge3/envs/cuda-env/lib/python3.10/gettext.cpython-310.pyc	18149	1788166748.751506
python-pycache/data/users/chjing/miniforge3/envs/cuda-env/lib/python3.10/glob.cpython-310.pyc	5891	1788166755.632504
python-pycache/data/users/chjing/miniforge3/envs/cuda-env/lib/python3.10/gzip.cpython-310.pyc	18585	1788166761.833501
python-pycache/data/users/chjing/miniforge3/envs/cuda-env/lib/python3.10/hashlib.cpython-310.pyc	6884	1788166749.638506
python-pycache/data/users/chjing/miniforge3/envs/cuda-env/lib/python3.10/heapq.cpython-310.pyc	13904	1788166750.368506
python-pycache/data/users/chjing/miniforge3/envs/cuda-env/lib/python3.10/hmac.cpython-310.pyc	7012	1788166752.527505
python-pycache/data/users/chjing/miniforge3/envs/cuda-env/lib/python3.10/inspect.cpython-310.pyc	85192	1788166749.191506
python-pycache/data/users/chjing/miniforge3/envs/cuda-env/lib/python3.10/io.cpython-310.pyc	3702	1788166748.348506
python-pycache/data/users/chjing/miniforge3/envs/cuda-env/lib/python3.10/ipaddress.cpython-310.pyc	62911	1788166748.941506
python-pycache/data/users/chjing/miniforge3/envs/cuda-env/lib/python3.10/keyword.cpython-310.pyc	966	1788166748.695506
python-pycache/data/users/chjing/miniforge3/envs/cuda-env/lib/python3.10/linecache.cpython-310.pyc	4181	1788166749.288506
python-pycache/data/users/chjing/miniforge3/envs/cuda-env/lib/python3.10/locale.cpython-310.pyc	46204	1788166748.969506
python-pycache/data/users/chjing/miniforge3/envs/cuda-env/lib/python3.10/lzma.cpython-310.pyc	12139	1788166749.038506
python-pycache/data/users/chjing/miniforge3/envs/cuda-env/lib/python3.10/mimetypes.cpython-310.pyc	17658	1788166751.822505
