role,source_file,line_number,log_timestamp,category,request_id,message
prefill,/data/users/chjing/Sweep_LLM_Jobs_broker/jobs/20260730-002912-luqia-vllm-pd-observability-chjing-workdir-r3/observability_results/prefill_server.log,126,07-30 00:33:55,iteration,,"[0;36m(EngineCore_DP0 pid=2277020)[0;0m INFO 07-30 00:33:55 [core.py:348] Iteration(0): 1 context requests, 32 context tokens, 0 generation requests, 0 generation tokens, iteration elapsed time: 0.30 ms"
prefill,/data/users/chjing/Sweep_LLM_Jobs_broker/jobs/20260730-002912-luqia-vllm-pd-observability-chjing-workdir-r3/observability_results/prefill_server.log,127,07-30 00:33:55,iteration,,"[0;36m(EngineCore_DP0 pid=2277020)[0;0m INFO 07-30 00:33:55 [core.py:348] Iteration(1): 0 context requests, 0 context tokens, 0 generation requests, 0 generation tokens, iteration elapsed time: 0.01 ms"
prefill,/data/users/chjing/Sweep_LLM_Jobs_broker/jobs/20260730-002912-luqia-vllm-pd-observability-chjing-workdir-r3/observability_results/prefill_server.log,128,07-30 00:33:55,iteration,,"[0;36m(EngineCore_DP0 pid=2277020)[0;0m INFO 07-30 00:33:55 [core.py:348] Iteration(2): 0 context requests, 0 context tokens, 0 generation requests, 0 generation tokens, iteration elapsed time: 0.00 ms"
prefill,/data/users/chjing/Sweep_LLM_Jobs_broker/jobs/20260730-002912-luqia-vllm-pd-observability-chjing-workdir-r3/observability_results/prefill_server.log,133,07-30 00:33:55,iteration,,"[0;36m(EngineCore_DP0 pid=2277020)[0;0m INFO 07-30 00:33:55 [core.py:348] Iteration(3): 1 context requests, 16 context tokens, 0 generation requests, 0 generation tokens, iteration elapsed time: 0.02 ms"
prefill,/data/users/chjing/Sweep_LLM_Jobs_broker/jobs/20260730-002912-luqia-vllm-pd-observability-chjing-workdir-r3/observability_results/prefill_server.log,134,07-30 00:33:55,iteration,,"[0;36m(EngineCore_DP0 pid=2277020)[0;0m INFO 07-30 00:33:55 [core.py:348] Iteration(4): 0 context requests, 0 context tokens, 0 generation requests, 0 generation tokens, iteration elapsed time: 0.01 ms"
prefill,/data/users/chjing/Sweep_LLM_Jobs_broker/jobs/20260730-002912-luqia-vllm-pd-observability-chjing-workdir-r3/observability_results/prefill_server.log,135,07-30 00:33:55,iteration,,"[0;36m(EngineCore_DP0 pid=2277020)[0;0m INFO 07-30 00:33:55 [core.py:348] Iteration(5): 0 context requests, 0 context tokens, 0 generation requests, 0 generation tokens, iteration elapsed time: 0.01 ms"
prefill,/data/users/chjing/Sweep_LLM_Jobs_broker/jobs/20260730-002912-luqia-vllm-pd-observability-chjing-workdir-r3/observability_results/prefill_server.log,141,07-30 00:33:56,iteration,,"[0;36m(EngineCore_DP0 pid=2277020)[0;0m INFO 07-30 00:33:56 [core.py:348] Iteration(6): 1 context requests, 16 context tokens, 0 generation requests, 0 generation tokens, iteration elapsed time: 0.35 ms"
prefill,/data/users/chjing/Sweep_LLM_Jobs_broker/jobs/20260730-002912-luqia-vllm-pd-observability-chjing-workdir-r3/observability_results/prefill_server.log,142,07-30 00:33:56,iteration,,"[0;36m(EngineCore_DP0 pid=2277020)[0;0m INFO 07-30 00:33:56 [core.py:348] Iteration(7): 0 context requests, 0 context tokens, 0 generation requests, 0 generation tokens, iteration elapsed time: 0.01 ms"
prefill,/data/users/chjing/Sweep_LLM_Jobs_broker/jobs/20260730-002912-luqia-vllm-pd-observability-chjing-workdir-r3/observability_results/prefill_server.log,143,07-30 00:33:56,iteration,,"[0;36m(EngineCore_DP0 pid=2277020)[0;0m INFO 07-30 00:33:56 [core.py:348] Iteration(8): 0 context requests, 0 context tokens, 0 generation requests, 0 generation tokens, iteration elapsed time: 0.02 ms"
prefill,/data/users/chjing/Sweep_LLM_Jobs_broker/jobs/20260730-002912-luqia-vllm-pd-observability-chjing-workdir-r3/observability_results/prefill_server.log,149,07-30 00:33:57,iteration,,"[0;36m(EngineCore_DP0 pid=2277020)[0;0m INFO 07-30 00:33:57 [core.py:348] Iteration(9): 1 context requests, 16 context tokens, 0 generation requests, 0 generation tokens, iteration elapsed time: 0.45 ms"
prefill,/data/users/chjing/Sweep_LLM_Jobs_broker/jobs/20260730-002912-luqia-vllm-pd-observability-chjing-workdir-r3/observability_results/prefill_server.log,150,07-30 00:33:57,iteration,,"[0;36m(EngineCore_DP0 pid=2277020)[0;0m INFO 07-30 00:33:57 [core.py:348] Iteration(10): 0 context requests, 0 context tokens, 0 generation requests, 0 generation tokens, iteration elapsed time: 0.02 ms"
prefill,/data/users/chjing/Sweep_LLM_Jobs_broker/jobs/20260730-002912-luqia-vllm-pd-observability-chjing-workdir-r3/observability_results/prefill_server.log,151,07-30 00:33:57,iteration,,"[0;36m(EngineCore_DP0 pid=2277020)[0;0m INFO 07-30 00:33:57 [core.py:348] Iteration(11): 0 context requests, 0 context tokens, 0 generation requests, 0 generation tokens, iteration elapsed time: 0.02 ms"
prefill,/data/users/chjing/Sweep_LLM_Jobs_broker/jobs/20260730-002912-luqia-vllm-pd-observability-chjing-workdir-r3/observability_results/prefill_server.log,157,07-30 00:33:58,iteration,,"[0;36m(EngineCore_DP0 pid=2277020)[0;0m INFO 07-30 00:33:58 [core.py:348] Iteration(12): 1 context requests, 16 context tokens, 0 generation requests, 0 generation tokens, iteration elapsed time: 0.33 ms"
prefill,/data/users/chjing/Sweep_LLM_Jobs_broker/jobs/20260730-002912-luqia-vllm-pd-observability-chjing-workdir-r3/observability_results/prefill_server.log,158,07-30 00:33:58,iteration,,"[0;36m(EngineCore_DP0 pid=2277020)[0;0m INFO 07-30 00:33:58 [core.py:348] Iteration(13): 0 context requests, 0 context tokens, 0 generation requests, 0 generation tokens, iteration elapsed time: 0.01 ms"
prefill,/data/users/chjing/Sweep_LLM_Jobs_broker/jobs/20260730-002912-luqia-vllm-pd-observability-chjing-workdir-r3/observability_results/prefill_server.log,159,07-30 00:33:58,iteration,,"[0;36m(EngineCore_DP0 pid=2277020)[0;0m INFO 07-30 00:33:58 [core.py:348] Iteration(14): 0 context requests, 0 context tokens, 0 generation requests, 0 generation tokens, iteration elapsed time: 0.01 ms"
prefill,/data/users/chjing/Sweep_LLM_Jobs_broker/jobs/20260730-002912-luqia-vllm-pd-observability-chjing-workdir-r3/observability_results/prefill_server.log,165,07-30 00:33:59,iteration,,"[0;36m(EngineCore_DP0 pid=2277020)[0;0m INFO 07-30 00:33:59 [core.py:348] Iteration(15): 1 context requests, 16 context tokens, 0 generation requests, 0 generation tokens, iteration elapsed time: 0.23 ms"
prefill,/data/users/chjing/Sweep_LLM_Jobs_broker/jobs/20260730-002912-luqia-vllm-pd-observability-chjing-workdir-r3/observability_results/prefill_server.log,166,07-30 00:33:59,iteration,,"[0;36m(EngineCore_DP0 pid=2277020)[0;0m INFO 07-30 00:33:59 [core.py:348] Iteration(16): 0 context requests, 0 context tokens, 0 generation requests, 0 generation tokens, iteration elapsed time: 0.01 ms"
prefill,/data/users/chjing/Sweep_LLM_Jobs_broker/jobs/20260730-002912-luqia-vllm-pd-observability-chjing-workdir-r3/observability_results/prefill_server.log,167,07-30 00:33:59,iteration,,"[0;36m(EngineCore_DP0 pid=2277020)[0;0m INFO 07-30 00:33:59 [core.py:348] Iteration(17): 0 context requests, 0 context tokens, 0 generation requests, 0 generation tokens, iteration elapsed time: 0.01 ms"
prefill,/data/users/chjing/Sweep_LLM_Jobs_broker/jobs/20260730-002912-luqia-vllm-pd-observability-chjing-workdir-r3/observability_results/prefill_server.log,173,07-30 00:34:00,iteration,,"[0;36m(EngineCore_DP0 pid=2277020)[0;0m INFO 07-30 00:34:00 [core.py:348] Iteration(18): 1 context requests, 16 context tokens, 0 generation requests, 0 generation tokens, iteration elapsed time: 0.53 ms"
prefill,/data/users/chjing/Sweep_LLM_Jobs_broker/jobs/20260730-002912-luqia-vllm-pd-observability-chjing-workdir-r3/observability_results/prefill_server.log,174,07-30 00:34:00,iteration,,"[0;36m(EngineCore_DP0 pid=2277020)[0;0m INFO 07-30 00:34:00 [core.py:348] Iteration(19): 0 context requests, 0 context tokens, 0 generation requests, 0 generation tokens, iteration elapsed time: 0.02 ms"
prefill,/data/users/chjing/Sweep_LLM_Jobs_broker/jobs/20260730-002912-luqia-vllm-pd-observability-chjing-workdir-r3/observability_results/prefill_server.log,175,07-30 00:34:00,iteration,,"[0;36m(EngineCore_DP0 pid=2277020)[0;0m INFO 07-30 00:34:00 [core.py:348] Iteration(20): 0 context requests, 0 context tokens, 0 generation requests, 0 generation tokens, iteration elapsed time: 0.01 ms"
prefill,/data/users/chjing/Sweep_LLM_Jobs_broker/jobs/20260730-002912-luqia-vllm-pd-observability-chjing-workdir-r3/observability_results/prefill_server.log,181,07-30 00:34:01,iteration,,"[0;36m(EngineCore_DP0 pid=2277020)[0;0m INFO 07-30 00:34:01 [core.py:348] Iteration(21): 1 context requests, 16 context tokens, 0 generation requests, 0 generation tokens, iteration elapsed time: 0.40 ms"
prefill,/data/users/chjing/Sweep_LLM_Jobs_broker/jobs/20260730-002912-luqia-vllm-pd-observability-chjing-workdir-r3/observability_results/prefill_server.log,182,07-30 00:34:01,iteration,,"[0;36m(EngineCore_DP0 pid=2277020)[0;0m INFO 07-30 00:34:01 [core.py:348] Iteration(22): 0 context requests, 0 context tokens, 0 generation requests, 0 generation tokens, iteration elapsed time: 0.01 ms"
prefill,/data/users/chjing/Sweep_LLM_Jobs_broker/jobs/20260730-002912-luqia-vllm-pd-observability-chjing-workdir-r3/observability_results/prefill_server.log,183,07-30 00:34:01,iteration,,"[0;36m(EngineCore_DP0 pid=2277020)[0;0m INFO 07-30 00:34:01 [core.py:348] Iteration(23): 0 context requests, 0 context tokens, 0 generation requests, 0 generation tokens, iteration elapsed time: 0.01 ms"
prefill,/data/users/chjing/Sweep_LLM_Jobs_broker/jobs/20260730-002912-luqia-vllm-pd-observability-chjing-workdir-r3/observability_results/prefill_server.log,189,07-30 00:34:02,iteration,,"[0;36m(EngineCore_DP0 pid=2277020)[0;0m INFO 07-30 00:34:02 [core.py:348] Iteration(24): 1 context requests, 16 context tokens, 0 generation requests, 0 generation tokens, iteration elapsed time: 0.41 ms"
prefill,/data/users/chjing/Sweep_LLM_Jobs_broker/jobs/20260730-002912-luqia-vllm-pd-observability-chjing-workdir-r3/observability_results/prefill_server.log,190,07-30 00:34:02,iteration,,"[0;36m(EngineCore_DP0 pid=2277020)[0;0m INFO 07-30 00:34:02 [core.py:348] Iteration(25): 0 context requests, 0 context tokens, 0 generation requests, 0 generation tokens, iteration elapsed time: 0.01 ms"
prefill,/data/users/chjing/Sweep_LLM_Jobs_broker/jobs/20260730-002912-luqia-vllm-pd-observability-chjing-workdir-r3/observability_results/prefill_server.log,191,07-30 00:34:02,iteration,,"[0;36m(EngineCore_DP0 pid=2277020)[0;0m INFO 07-30 00:34:02 [core.py:348] Iteration(26): 0 context requests, 0 context tokens, 0 generation requests, 0 generation tokens, iteration elapsed time: 0.02 ms"
prefill,/data/users/chjing/Sweep_LLM_Jobs_broker/jobs/20260730-002912-luqia-vllm-pd-observability-chjing-workdir-r3/observability_results/prefill_server.log,197,07-30 00:34:03,iteration,,"[0;36m(EngineCore_DP0 pid=2277020)[0;0m INFO 07-30 00:34:03 [core.py:348] Iteration(27): 1 context requests, 16 context tokens, 0 generation requests, 0 generation tokens, iteration elapsed time: 0.32 ms"
prefill,/data/users/chjing/Sweep_LLM_Jobs_broker/jobs/20260730-002912-luqia-vllm-pd-observability-chjing-workdir-r3/observability_results/prefill_server.log,198,07-30 00:34:03,iteration,,"[0;36m(EngineCore_DP0 pid=2277020)[0;0m INFO 07-30 00:34:03 [core.py:348] Iteration(28): 0 context requests, 0 context tokens, 0 generation requests, 0 generation tokens, iteration elapsed time: 0.01 ms"
prefill,/data/users/chjing/Sweep_LLM_Jobs_broker/jobs/20260730-002912-luqia-vllm-pd-observability-chjing-workdir-r3/observability_results/prefill_server.log,199,07-30 00:34:03,iteration,,"[0;36m(EngineCore_DP0 pid=2277020)[0;0m INFO 07-30 00:34:03 [core.py:348] Iteration(29): 0 context requests, 0 context tokens, 0 generation requests, 0 generation tokens, iteration elapsed time: 0.01 ms"
prefill,/data/users/chjing/Sweep_LLM_Jobs_broker/jobs/20260730-002912-luqia-vllm-pd-observability-chjing-workdir-r3/observability_results/prefill_server.log,201,07-30 00:34:04,kv_cache,,"[0;36m(APIServer pid=2276349)[0;0m INFO 07-30 00:34:04 [loggers.py:257] Engine 000: Avg prompt throughput: 23.4 tokens/s, Avg generation throughput: 0.7 tokens/s, Running: 0 reqs, Waiting: 0 reqs, GPU KV cache usage: 0.0%, Prefix cache hit rate: 45.0%, External prefix cache hit rate: 0.0%"
prefill,/data/users/chjing/Sweep_LLM_Jobs_broker/jobs/20260730-002912-luqia-vllm-pd-observability-chjing-workdir-r3/observability_results/prefill_server.log,207,07-30 00:34:04,iteration,,"[0;36m(EngineCore_DP0 pid=2277020)[0;0m INFO 07-30 00:34:04 [core.py:348] Iteration(30): 1 context requests, 16 context tokens, 0 generation requests, 0 generation tokens, iteration elapsed time: 0.48 ms"
prefill,/data/users/chjing/Sweep_LLM_Jobs_broker/jobs/20260730-002912-luqia-vllm-pd-observability-chjing-workdir-r3/observability_results/prefill_server.log,208,07-30 00:34:04,iteration,,"[0;36m(EngineCore_DP0 pid=2277020)[0;0m INFO 07-30 00:34:04 [core.py:348] Iteration(31): 0 context requests, 0 context tokens, 0 generation requests, 0 generation tokens, iteration elapsed time: 0.02 ms"
prefill,/data/users/chjing/Sweep_LLM_Jobs_broker/jobs/20260730-002912-luqia-vllm-pd-observability-chjing-workdir-r3/observability_results/prefill_server.log,209,07-30 00:34:04,iteration,,"[0;36m(EngineCore_DP0 pid=2277020)[0;0m INFO 07-30 00:34:04 [core.py:348] Iteration(32): 0 context requests, 0 context tokens, 0 generation requests, 0 generation tokens, iteration elapsed time: 0.01 ms"
prefill,/data/users/chjing/Sweep_LLM_Jobs_broker/jobs/20260730-002912-luqia-vllm-pd-observability-chjing-workdir-r3/observability_results/prefill_server.log,215,07-30 00:34:05,iteration,,"[0;36m(EngineCore_DP0 pid=2277020)[0;0m INFO 07-30 00:34:05 [core.py:348] Iteration(33): 1 context requests, 16 context tokens, 0 generation requests, 0 generation tokens, iteration elapsed time: 0.11 ms"
prefill,/data/users/chjing/Sweep_LLM_Jobs_broker/jobs/20260730-002912-luqia-vllm-pd-observability-chjing-workdir-r3/observability_results/prefill_server.log,216,07-30 00:34:05,iteration,,"[0;36m(EngineCore_DP0 pid=2277020)[0;0m INFO 07-30 00:34:05 [core.py:348] Iteration(34): 0 context requests, 0 context tokens, 0 generation requests, 0 generation tokens, iteration elapsed time: 0.01 ms"
prefill,/data/users/chjing/Sweep_LLM_Jobs_broker/jobs/20260730-002912-luqia-vllm-pd-observability-chjing-workdir-r3/observability_results/prefill_server.log,217,07-30 00:34:05,iteration,,"[0;36m(EngineCore_DP0 pid=2277020)[0;0m INFO 07-30 00:34:05 [core.py:348] Iteration(35): 0 context requests, 0 context tokens, 0 generation requests, 0 generation tokens, iteration elapsed time: 0.01 ms"
prefill,/data/users/chjing/Sweep_LLM_Jobs_broker/jobs/20260730-002912-luqia-vllm-pd-observability-chjing-workdir-r3/observability_results/prefill_server.log,223,07-30 00:34:06,iteration,,"[0;36m(EngineCore_DP0 pid=2277020)[0;0m INFO 07-30 00:34:06 [core.py:348] Iteration(36): 1 context requests, 16 context tokens, 0 generation requests, 0 generation tokens, iteration elapsed time: 0.16 ms"
prefill,/data/users/chjing/Sweep_LLM_Jobs_broker/jobs/20260730-002912-luqia-vllm-pd-observability-chjing-workdir-r3/observability_results/prefill_server.log,224,07-30 00:34:06,iteration,,"[0;36m(EngineCore_DP0 pid=2277020)[0;0m INFO 07-30 00:34:06 [core.py:348] Iteration(37): 0 context requests, 0 context tokens, 0 generation requests, 0 generation tokens, iteration elapsed time: 0.02 ms"
prefill,/data/users/chjing/Sweep_LLM_Jobs_broker/jobs/20260730-002912-luqia-vllm-pd-observability-chjing-workdir-r3/observability_results/prefill_server.log,225,07-30 00:34:06,iteration,,"[0;36m(EngineCore_DP0 pid=2277020)[0;0m INFO 07-30 00:34:06 [core.py:348] Iteration(38): 0 context requests, 0 context tokens, 0 generation requests, 0 generation tokens, iteration elapsed time: 0.02 ms"
prefill,/data/users/chjing/Sweep_LLM_Jobs_broker/jobs/20260730-002912-luqia-vllm-pd-observability-chjing-workdir-r3/observability_results/prefill_server.log,231,07-30 00:34:07,iteration,,"[0;36m(EngineCore_DP0 pid=2277020)[0;0m INFO 07-30 00:34:07 [core.py:348] Iteration(39): 1 context requests, 16 context tokens, 0 generation requests, 0 generation tokens, iteration elapsed time: 0.11 ms"
prefill,/data/users/chjing/Sweep_LLM_Jobs_broker/jobs/20260730-002912-luqia-vllm-pd-observability-chjing-workdir-r3/observability_results/prefill_server.log,232,07-30 00:34:07,iteration,,"[0;36m(EngineCore_DP0 pid=2277020)[0;0m INFO 07-30 00:34:07 [core.py:348] Iteration(40): 0 context requests, 0 context tokens, 0 generation requests, 0 generation tokens, iteration elapsed time: 0.02 ms"
prefill,/data/users/chjing/Sweep_LLM_Jobs_broker/jobs/20260730-002912-luqia-vllm-pd-observability-chjing-workdir-r3/observability_results/prefill_server.log,233,07-30 00:34:07,iteration,,"[0;36m(EngineCore_DP0 pid=2277020)[0;0m INFO 07-30 00:34:07 [core.py:348] Iteration(41): 0 context requests, 0 context tokens, 0 generation requests, 0 generation tokens, iteration elapsed time: 0.02 ms"
prefill,/data/users/chjing/Sweep_LLM_Jobs_broker/jobs/20260730-002912-luqia-vllm-pd-observability-chjing-workdir-r3/observability_results/prefill_server.log,239,07-30 00:34:08,iteration,,"[0;36m(EngineCore_DP0 pid=2277020)[0;0m INFO 07-30 00:34:08 [core.py:348] Iteration(42): 1 context requests, 16 context tokens, 0 generation requests, 0 generation tokens, iteration elapsed time: 0.18 ms"
prefill,/data/users/chjing/Sweep_LLM_Jobs_broker/jobs/20260730-002912-luqia-vllm-pd-observability-chjing-workdir-r3/observability_results/prefill_server.log,240,07-30 00:34:08,iteration,,"[0;36m(EngineCore_DP0 pid=2277020)[0;0m INFO 07-30 00:34:08 [core.py:348] Iteration(43): 0 context requests, 0 context tokens, 0 generation requests, 0 generation tokens, iteration elapsed time: 0.01 ms"
prefill,/data/users/chjing/Sweep_LLM_Jobs_broker/jobs/20260730-002912-luqia-vllm-pd-observability-chjing-workdir-r3/observability_results/prefill_server.log,241,07-30 00:34:08,iteration,,"[0;36m(EngineCore_DP0 pid=2277020)[0;0m INFO 07-30 00:34:08 [core.py:348] Iteration(44): 0 context requests, 0 context tokens, 0 generation requests, 0 generation tokens, iteration elapsed time: 0.01 ms"
prefill,/data/users/chjing/Sweep_LLM_Jobs_broker/jobs/20260730-002912-luqia-vllm-pd-observability-chjing-workdir-r3/observability_results/prefill_server.log,247,07-30 00:34:09,iteration,,"[0;36m(EngineCore_DP0 pid=2277020)[0;0m INFO 07-30 00:34:09 [core.py:348] Iteration(45): 1 context requests, 16 context tokens, 0 generation requests, 0 generation tokens, iteration elapsed time: 0.10 ms"
prefill,/data/users/chjing/Sweep_LLM_Jobs_broker/jobs/20260730-002912-luqia-vllm-pd-observability-chjing-workdir-r3/observability_results/prefill_server.log,248,07-30 00:34:09,iteration,,"[0;36m(EngineCore_DP0 pid=2277020)[0;0m INFO 07-30 00:34:09 [core.py:348] Iteration(46): 0 context requests, 0 context tokens, 0 generation requests, 0 generation tokens, iteration elapsed time: 0.01 ms"
prefill,/data/users/chjing/Sweep_LLM_Jobs_broker/jobs/20260730-002912-luqia-vllm-pd-observability-chjing-workdir-r3/observability_results/prefill_server.log,249,07-30 00:34:09,iteration,,"[0;36m(EngineCore_DP0 pid=2277020)[0;0m INFO 07-30 00:34:09 [core.py:348] Iteration(47): 0 context requests, 0 context tokens, 0 generation requests, 0 generation tokens, iteration elapsed time: 0.01 ms"
