arrival_time_s,input_len,output_len
30.7347,7168,32
30.7552,512,128
30.8940,5120,32
30.9224,512,32
31.0032,3072,32
31.1447,128,32
31.2546,3072,512
31.3440,2048,32
31.4193,1024,32
31.6721,128,32
31.7572,2048,32
31.9940,512,32
31.9979,128,32
32.1428,3072,128
32.2837,1024,32
32.3951,128,128
32.4922,2048,32
32.5026,2048,32
32.5062,4096,512
32.5414,1024,32
32.7444,512,32
32.7820,512,32
33.0325,512,32
33.1550,128,32
33.2638,512,32
33.3959,3072,128
33.5033,512,32
33.6447,512,32
33.7223,7168,32
33.7843,6144,32
33.9973,512,32
34.1549,5120,32
34.2423,3072,128
34.2524,512,32
34.5174,512,128
34.5404,3072,512
34.6558,1024,512
34.7433,4096,1024
34.7838,2048,32
34.9939,512,32
35.1639,512,32
35.2443,1024,32
35.5008,6144,32
35.5323,128,32
35.7430,512,32
35.9034,2048,512
35.9985,1024,32
36.0050,512,32
36.1479,3072,128
36.2526,4096,1024
36.3943,512,32
36.4998,512,32
36.6433,2048,512
36.7433,5120,1024
36.7838,4096,32
36.7862,4096,32
36.9139,512,32
36.9207,2048,32
37.0033,3072,32
37.0338,2048,32
37.2423,1024,32
37.2856,6144,128
37.4098,32,32
37.5117,2048,512
37.7535,512,32
37.9940,1024,128
38.2436,2048,32
38.2857,1024,32
38.4054,512,32
38.5383,512,32
38.5799,128,32
38.8928,2048,512
39.0012,2048,32
39.0049,2048,32
39.2518,3072,128
39.2862,512,32
39.4156,1024,32
39.4957,512,32
39.6420,512,32
39.7516,2048,512
39.7923,1024,32
39.9178,512,32
39.9980,1024,32
40.0059,2048,512
40.1554,2048,32
40.2512,2048,512
40.2515,512,32
40.2872,512,32
40.4149,3072,512
40.7518,512,32
40.7524,512,32
40.9021,3072,512
41.0038,3072,512
41.0347,512,128
41.1463,3072,512
41.2869,6144,32
41.5020,3072,128
41.5046,2048,128
41.5342,512,32
41.7511,128,32
41.8952,2048,32
42.0003,2048,512
42.1484,512,32
42.1617,1024,32
42.2833,5120,32
42.4067,4096,512
42.5348,512,512
42.7503,2048,128
42.7512,2048,32
42.7856,512,32
43.0045,1024,32
43.1745,6144,32
43.2552,512,32
43.4960,2048,32
43.5090,4096,128
43.6559,512,32
43.7481,3072,32
43.7527,2048,32
43.9159,512,32
44.0331,2048,32
44.2571,3072,512
44.2870,512,32
44.5373,4096,32
44.6682,512,32
44.7489,512,32
44.8980,512,32
45.0030,512,32
45.2456,3072,128
45.3989,2048,32
45.4003,128,32
45.4361,5120,32
45.7476,2048,128
45.9966,4096,512
46.0064,512,32
46.0131,128,32
46.2463,2048,128
46.3947,2048,128
46.5071,512,32
46.7838,1024,32
46.8929,512,32
47.1422,1024,128
47.2454,2048,512
47.2558,2048,32
47.2842,512,32
47.3925,2048,512
47.4952,512,32
47.5342,128,32
47.7826,512,32
47.8935,2048,128
47.8995,512,32
48.0390,2048,32
48.1520,128,32
48.1757,128,128
48.2528,1024,32
48.2541,512,32
48.2844,128,128
48.3971,2048,32
48.4693,1024,32
48.5349,512,32
48.5369,128,128
48.7452,5120,1024
48.7482,512,128
48.9035,512,32
48.9958,5120,32
49.2420,512,32
49.5047,2048,512
49.5344,512,32
49.6749,512,32
49.7439,4096,32
49.7516,2048,32
49.8923,1024,32
50.2484,512,32
50.2577,512,32
50.4960,512,32
50.5045,512,32
50.6689,512,32
51.0339,512,32
51.1460,5120,512
51.3978,128,32
51.4946,128,128
51.5790,128,32
51.7572,2048,32
51.7886,512,32
52.0331,512,32
52.2451,1024,32
52.2488,128,32
52.2850,2048,32
52.3955,512,32
52.4023,1024,32
52.6440,128,32
52.6474,4096,512
52.7870,512,32
52.9003,512,32
53.0034,512,32
53.1490,512,32
53.1502,3072,128
53.2458,512,32
53.3944,3072,32
53.6487,128,32
53.6612,512,32
53.7839,512,32
53.9924,512,32
54.0345,512,32
54.1510,2048,128
54.2559,128,32
54.5426,512,32
54.6526,3072,128
54.7549,3072,512
54.7553,1024,32
54.9030,512,32
55.0493,2048,32
55.4004,2048,512
55.5716,4096,32
55.6691,512,32
55.7946,2048,512
55.8975,512,32
55.9969,3072,128
56.0469,512,32
56.2458,512,32
56.2959,512,32
56.4209,2048,32
56.4990,1024,32
56.7469,2048,128
56.9223,3072,512
57.1518,2048,32
57.2478,4096,32
57.4208,2048,32
57.6533,2048,512
57.7927,512,32
57.9952,512,32
58.1008,128,128
58.2466,128,32
58.2499,3072,32
58.2504,512,32
58.4029,512,32
58.4959,512,32
58.7465,128,32
58.7897,512,32
58.9953,128,32
58.9958,128,32
59.1338,512,32
59.1708,4096,512
59.2500,512,32
59.4010,1024,128
59.4955,2048,32
59.5467,1024,32
59.6763,512,32
59.9162,512,32
60.0709,4096,32
60.2473,128,128
60.4020,5120,512
60.4933,512,32
60.4956,3072,512
60.6664,2048,128
60.7579,3072,32
60.9169,512,128
60.9932,3072,128
60.9952,512,32
61.1521,1024,32
61.1700,1024,32
61.4121,512,32
61.5030,512,128
61.5446,1024,32
61.6498,3072,128
61.7933,512,32
61.9311,4096,32
62.0022,1024,128
62.0434,512,32
62.2818,3072,128
62.5114,3072,32
62.5540,2048,512
62.8992,4096,32
62.9112,512,32
63.2542,128,128
63.2940,4096,32
63.5415,512,32
63.6524,2048,32
63.7454,512,32
63.7511,2048,32
63.9023,6144,32
64.1508,512,32
64.1636,512,32
64.2463,3072,32
64.3949,2048,128
64.3984,1024,32
64.4201,1024,32
64.4951,128,32
64.6631,512,32
64.7442,2048,128
64.7465,128,32
64.7497,2048,32
64.8949,512,32
64.9181,4096,1024
64.9988,128,32
65.0431,128,32
65.2909,4096,32
65.5449,1024,32
65.7487,2048,512
65.9959,2048,32
66.3927,512,32
66.4194,512,32
66.4969,512,32
66.7965,3072,128
66.8943,2048,512
66.9947,3072,512
66.9968,512,32
67.0430,1024,32
67.1498,3072,512
67.1657,2048,512
67.3954,512,128
67.5419,512,32
67.6424,32,32
67.6458,512,32
67.6641,512,32
67.7500,2048,32
67.9111,2048,32
68.0204,4096,512
68.2458,4096,32
68.4957,2048,32
68.5027,2048,32
68.5453,2048,512
68.6678,3072,512
68.8991,512,32
68.9986,1024,32
69.0000,128,128
69.1452,512,32
69.2937,128,32
69.6021,6144,32
69.6026,512,32
69.7908,3072,32
69.8949,2048,512
69.9141,128,32
70.1425,3072,128
70.2886,512,128
70.4952,512,32
70.6423,2048,32
70.6643,4096,32
70.7501,512,32
70.8031,2048,32
70.9112,5120,32
70.9977,512,32
71.0422,512,32
71.1443,2048,512
71.1554,512,32
71.2458,512,32
71.2940,128,32
71.4163,128,32
71.4200,2048,512
71.4966,3072,128
71.5438,512,32
71.6562,512,32
71.7523,7168,32
71.7928,1024,32
71.9222,5120,32
72.0002,2048,32
72.2036,512,32
72.2464,512,32
72.2893,512,512
72.3959,128,32
72.3990,128,32
72.5004,512,32
72.5071,1024,128
72.6461,3072,512
72.6629,512,32
72.7501,512,32
72.8953,3072,128
73.1515,512,32
73.2491,1024,32
73.3971,512,32
73.5016,1024,32
73.6635,512,32
73.7471,1024,128
73.7503,512,32
73.9151,128,32
74.0045,3072,512
74.1641,3072,512
74.2541,2048,128
74.3957,512,32
74.5036,512,32
74.6622,512,32
74.8968,5120,128
74.8981,512,32
74.9954,128,128
75.1628,512,32
75.2972,4096,32
75.3972,512,32
75.6539,512,32
75.7551,512,32
75.9078,128,32
75.9992,5120,32
76.0396,3072,32
76.0547,4096,32
76.0558,512,128
76.1665,128,128
76.2489,2048,32
76.2917,512,32
76.4967,512,32
76.6592,512,32
76.7503,2048,128
76.7505,512,128
76.8260,2048,512
76.9114,1024,32
77.0019,1024,32
77.1633,512,32
77.1668,3072,32
77.2485,512,32
77.2575,512,32
77.4048,2048,512
77.7467,2048,32
77.7898,512,32
77.9041,3072,512
77.9961,512,32
78.0334,1024,128
78.1578,512,32
78.1640,2048,512
78.4275,2048,128
78.4289,32,32
78.4979,6144,32
78.6504,2048,512
78.7832,512,32
78.9097,512,32
79.0321,512,128
79.1704,512,32
79.2828,128,128
79.5009,512,32
79.5379,3072,32
79.6650,2048,32
79.7765,512,32
80.0054,3072,1024
80.1964,512,32
80.4278,4096,512
80.5580,512,128
80.6722,512,32
80.7995,5120,32
80.9954,4096,32
81.0108,512,32
81.0141,512,32
81.2455,512,32
81.4066,512,32
81.4956,512,32
81.5359,1024,32
81.7470,512,32
81.7641,512,32
81.7891,2048,32
81.9024,512,32
81.9047,4096,32
82.0359,3072,32
82.1492,3072,32
82.4052,512,32
82.4975,3072,32
82.6727,3072,128
82.9119,3072,512
82.9370,512,32
83.0035,4096,32
83.1742,512,128
83.2114,1024,128
83.2489,512,32
83.4047,128,32
83.5353,1024,32
83.9085,3072,128
84.0038,512,32
84.0352,512,128
84.2855,4096,32
84.4271,1024,128
84.5348,6144,32
84.6560,128,32
84.9050,2048,32
84.9964,512,32
85.0053,4096,512
85.2534,512,32
85.4067,32,32
85.5067,5120,1024
85.7608,3072,32
86.0078,512,32
86.1722,128,32
86.2861,1024,32
86.5034,5120,1024
86.5047,128,32
86.5058,3072,512
86.7538,3072,512
86.9209,3072,32
86.9999,6144,512
87.1593,1024,32
87.1705,512,32
87.4113,2048,128
87.4260,3072,128
87.5089,3072,32
87.6739,2048,512
88.0058,3072,128
88.0371,512,32
88.1563,8192,512
88.2542,512,32
88.2569,3072,32
88.3996,4096,512
88.5357,2048,512
88.7284,3072,32
89.1652,512,32
89.2652,512,32
89.2863,128,32
89.4015,2048,32
89.6699,512,32
89.7563,512,32
89.9033,2048,128
89.9132,2048,32
89.9985,2048,128
90.0344,2048,128
90.1692,3072,32
90.2471,2048,32
90.4053,2048,32
90.4997,32,32
90.5389,128,32
90.6528,4096,512
90.6540,2048,32
90.7835,2048,32
90.9139,4096,512
91.0045,2048,512
91.0071,3072,128
91.2521,512,32
91.2597,1024,32
91.5049,128,128
91.6555,512,32
91.6567,512,32
91.7548,4096,32
91.9011,3072,128
92.0038,512,32
92.0051,4096,1024
92.1524,512,128
92.2492,32,32
92.4153,512,32
92.5000,512,32
92.6651,512,32
92.7509,512,32
92.7839,512,32
92.9016,512,32
92.9164,4096,32
93.1645,512,32
93.2493,2048,32
93.4148,128,32
93.5046,2048,32
93.8992,2048,32
94.4073,512,32
94.5054,2048,1024
94.6656,1024,32
94.7511,2048,128
94.9135,2048,32
95.0421,2048,128
95.1644,2048,32
95.3994,512,32
95.5366,512,32
95.6585,4096,512
95.6628,512,32
95.6844,2048,32
95.7594,128,32
95.9165,512,32
95.9977,512,32
96.0349,128,32
96.1514,1024,32
96.2737,4096,32
96.2826,1024,128
96.4143,3072,512
96.6477,512,32
96.7470,512,32
96.7909,512,32
96.9038,512,32
97.2489,128,32
97.2497,2048,32
97.4029,5120,512
97.5002,3072,32
97.7520,512,128
97.9001,2048,512
98.0000,128,32
98.1659,2048,32
98.2543,2048,512
98.4000,512,32
98.4938,512,32
98.4990,128,32
98.6514,512,32
99.0397,4096,32
99.2478,512,32
99.3989,4096,32
99.4928,2048,32
99.4965,2048,32
99.6503,1024,128
99.7501,512,32
99.9018,2048,32
99.9923,5120,1024
100.2467,512,32
100.4966,512,32
100.6521,512,32
100.6656,512,128
100.7933,128,32
101.0422,512,32
101.1596,512,32
101.2563,2048,128
101.6549,3072,512
101.7579,128,32
101.9072,128,32
101.9997,512,32
102.0027,512,32
102.1604,2048,32
102.2511,128,32
102.4067,5120,1024
102.4920,128,32
102.5047,2048,512
102.9006,512,32
102.9151,3072,512
103.0043,2048,32
103.1551,512,32
103.2557,2048,32
103.2608,512,128
103.4944,512,32
103.6779,128,32
103.7470,128,32
103.8995,3072,512
103.9118,2048,32
103.9989,3072,512
104.1502,512,32
104.2451,2048,512
104.2466,1024,32
104.4047,1024,32
104.4926,1024,32
104.6562,2048,512
104.7497,512,32
104.9077,2048,32
104.9921,128,32
104.9951,1024,32
104.9965,2048,128
105.2928,2048,32
105.4960,3072,32
105.6638,512,32
105.9961,2048,512
106.1496,6144,32
106.2492,512,32
106.5692,5120,32
106.6428,512,32
106.8367,5120,32
106.9995,3072,128
107.2518,2048,512
107.4194,512,32
107.6509,1024,32
107.7487,512,32
107.7945,512,32
107.9150,128,128
107.9987,5120,1024
108.1489,3072,32
108.2495,4096,128
108.4015,2048,512
108.4938,512,32
108.5440,4096,32
108.7469,1024,32
108.9036,3072,32
109.1514,1024,32
109.1719,2048,32
109.2904,2048,32
109.4253,512,32
109.4967,3072,128
109.7428,4096,32
109.7532,4096,32
109.9221,512,32
109.9954,128,32
109.9988,3072,32
110.1496,2048,32
110.4040,512,32
110.4203,512,32
110.4963,128,32
110.6481,3072,512
110.7525,512,32
110.8997,1024,512
110.9960,3072,128
111.0435,512,32
111.1504,2048,32
111.2488,3072,128
111.4946,512,32
111.4974,2048,512
111.7457,512,32
111.9056,2048,32
111.9982,128,32
112.2467,512,32
112.2549,512,32
112.5410,512,32
112.6469,512,32
112.8006,512,32
113.0582,2048,32
113.2450,2048,128
113.2931,1024,512
113.4959,512,32
113.5422,512,32
113.7419,2048,32
113.9940,512,32
114.0402,3072,512
114.0430,4096,32
114.3270,2048,32
114.4069,512,32
114.5365,1024,32
114.6601,3072,512
114.7464,128,32
114.7629,512,32
114.8977,512,32
114.9062,7168,32
115.2470,2048,32
115.2603,128,32
115.2877,2048,512
115.4231,2048,32
115.5075,2048,32
115.5576,2048,32
115.7454,512,32
115.7900,2048,32
115.8946,2048,32
115.9220,512,32
115.9924,32,32
116.1440,512,32
116.1737,1024,128
116.4090,2048,512
116.5040,2048,512
116.5084,512,32
116.6585,2048,512
116.7555,512,32
116.8934,512,32
117.0401,512,32
117.2417,5120,128
117.2537,512,32
117.4312,512,32
117.5058,512,32
117.6429,512,32
117.6739,4096,512
117.7532,5120,32
117.9926,512,32
118.1440,2048,128
118.1688,512,32
118.2923,512,32
118.4130,5120,32
118.5044,512,32
118.5431,3072,512
118.6586,6144,512
118.9414,512,32
119.1693,1024,32
119.1765,4096,512
119.2460,512,32
119.4052,512,32
119.6553,1024,32
119.7552,2048,32
119.7902,512,32
120.1433,2048,128
120.2491,128,32
120.2553,2048,32
120.4225,512,32
120.5033,512,32
120.5052,1024,128
120.6570,512,32
120.6972,2048,512
120.9149,1024,32
121.1648,1024,32
121.1725,512,32
121.3248,4096,32
121.6684,1024,128
121.7469,512,32
122.0059,128,32
122.2476,512,32
122.2973,512,32
122.5050,1024,32
122.5097,7168,512
122.6793,3072,512
122.9422,128,32
123.0465,128,32
123.2512,512,128
123.4195,512,32
123.4979,2048,512
123.5411,512,32
123.6474,5120,512
123.7469,512,32
123.7496,1024,32
123.7929,512,32
124.0436,512,32
124.1594,512,32
124.2506,3072,32
124.4991,512,32
124.6451,128,32
124.7833,2048,32
125.0381,512,32
125.1729,512,32
125.2496,512,32
125.5038,512,32
125.5101,128,128
125.6606,2048,512
125.6787,512,32
125.7834,512,32
125.9988,512,32
126.1446,128,32
126.2835,128,32
126.3933,512,32
126.5104,1024,32
126.5399,512,32
126.7490,4096,32
126.9119,4096,128
126.9990,128,128
127.2245,128,32
127.2511,512,32
127.5027,2048,32
127.7859,1024,32
127.9047,512,32
127.9227,512,32
128.0037,2048,32
128.1703,512,128
128.2591,2048,512
128.4959,3072,128
128.5370,1024,32
128.6645,1024,128
128.7452,1024,32
128.9115,2048,512
129.1443,512,32
129.1702,128,128
129.2522,2048,32
129.4932,2048,512
129.4985,1024,32
129.5392,512,32
129.5420,512,32
129.6636,2048,32
129.7445,2048,32
129.7859,2048,32
129.9953,1024,32
129.9990,5120,512
130.1582,1024,32
130.1622,2048,32
130.2461,512,32
130.4067,512,32
130.4973,1024,32
130.6424,512,32
130.6651,3072,512
130.7884,512,32
131.0045,1024,128
131.1599,3072,512
131.2442,128,32
131.4049,2048,128
131.6564,512,32
131.6602,6144,32
131.7825,512,32
131.7831,1024,32
131.8924,512,32
131.9953,2048,128
132.2844,3072,512
132.2910,1024,128
132.4959,1024,32
132.5363,4096,32
132.6583,2048,32
132.7464,4096,512
132.7560,512,32
132.9924,512,32
132.9952,2048,512
133.1558,3072,512
133.1572,512,32
133.2443,512,32
133.2456,128,32
133.4930,4096,512
133.4975,5120,512
133.6580,512,32
133.7470,6144,512
133.8941,512,32
133.9951,512,32
134.0337,4096,32
134.2467,3072,32
134.2858,2048,32
134.4188,1024,32
134.4197,512,32
134.6601,512,32
134.7909,2048,128
134.8994,2048,32
134.9153,3072,32
134.9957,512,32
135.1543,512,32
135.1633,3072,128
135.2475,512,32
135.4006,2048,32
135.5127,128,32
135.6481,2048,32
135.6512,512,128
135.6654,1024,32
135.6703,128,32
135.7503,1024,32
135.8968,512,32
136.0136,5120,128
136.0373,128,32
136.0707,2048,32
136.1508,2048,128
136.1674,512,32
136.2528,512,32
136.4135,2048,32
136.4986,512,32
136.5442,512,32
136.7197,2048,32
136.7557,512,32
136.7953,512,32
136.9124,1024,512
137.0439,512,32
137.1623,3072,512
137.1710,3072,32
137.5484,4096,32
137.6567,2048,512
137.6702,5120,32
137.9006,512,32
138.1521,512,32
138.2500,512,32
138.4053,2048,512
138.4198,3072,1024
138.4992,512,32
138.7432,512,32
138.7460,6144,512
138.9042,5120,32
138.9941,2048,32
139.0390,1024,32
139.1506,2048,512
139.2873,512,32
139.4035,1024,32
139.5365,512,32
139.6472,128,32
139.7447,32,32
139.7525,512,32
139.8970,128,32
140.0371,2048,32
140.0409,1024,32
140.1635,2048,32
140.2465,2048,512
140.4032,2048,512
140.4959,512,32
140.6642,512,32
140.7826,512,32
140.9016,512,32
140.9594,3072,512
140.9931,512,32
140.9968,128,32
141.1484,512,32
141.1623,1024,128
141.2458,512,32
141.4033,512,32
141.6639,4096,32
141.7474,2048,32
141.9150,2048,32
142.1487,3072,32
142.2451,2048,32
142.3926,512,32
142.4027,128,32
142.4037,512,32
142.6458,3072,128
142.6667,3072,512
142.7847,3072,512
142.9013,4096,32
142.9051,2048,512
142.9140,512,32
142.9926,3072,128
142.9983,512,32
143.0374,512,32
143.1646,512,32
143.2464,512,32
143.4004,512,32
143.4937,2048,512
143.5346,512,32
143.6456,512,32
143.8933,512,32
143.9019,2048,128
143.9123,3072,128
144.1419,5120,512
144.1522,128,32
144.2883,2048,1024
144.4030,512,32
144.5427,1024,128
144.6914,512,32
144.7467,4096,32
144.9075,2048,512
144.9125,512,32
144.9173,1024,128
144.9952,512,32
145.0445,512,32
145.1502,128,32
145.1524,512,32
145.2455,512,32
145.4137,3072,512
145.5415,2048,128
145.5452,3072,128
145.7540,2048,512
145.8943,512,32
145.9047,512,32
145.9129,3072,512
146.0449,512,32
146.1535,512,32
146.2460,32,32
146.3965,5120,512
146.4148,128,32
146.5472,1024,128
146.6490,8192,32
146.7517,128,32
146.8939,2048,512
147.0041,2048,128
147.0439,512,32
147.1585,512,32
147.4988,6144,512
147.5420,1024,32
147.6635,512,32
147.7489,3072,128
147.9031,512,32
148.0010,128,128
148.2431,2048,32
148.2483,3072,128
148.4036,3072,512
148.4981,512,32
148.6564,5120,128
148.6660,6144,512
148.6697,3072,512
148.8652,128,32
148.9130,512,32
149.1744,1024,32
149.2434,3072,512
149.2987,512,32
149.4129,128,128
149.5145,512,32
149.6427,3072,128
149.6576,2048,512
149.7557,512,32
149.9046,512,32
149.9950,512,32
149.9956,2048,512
149.9984,2048,32
150.0441,3072,512
150.2441,1024,128
150.4188,128,32
150.4967,512,32
150.5466,512,512
150.6584,512,32
150.7472,4096,512
150.7493,2048,512
150.8920,32,32
150.9110,2048,128
150.9948,512,32
151.0440,512,32
151.1591,512,32
151.1678,1024,32
151.3953,128,32
151.4982,5120,32
151.6548,512,32
151.7416,512,32
151.7903,512,32
151.9168,512,32
151.9197,2048,128
152.1413,512,32
152.1570,4096,512
152.2576,1024,32
152.4154,512,32
152.4287,128,128
152.4983,2048,32
152.5408,128,32
152.6448,1024,32
152.6754,512,32
152.7904,3072,512
152.9936,2048,128
153.0648,5120,512
153.1454,128,32
153.2452,32,32
153.2889,512,32
153.4054,512,32
153.6738,2048,512
153.7450,2048,128
153.9208,512,32
154.1581,4096,512
154.2546,4096,32
154.2945,3072,512
154.4990,7168,32
154.5061,7168,32
154.7462,1024,32
154.8991,32,32
154.9597,5120,32
155.1485,128,32
155.1520,512,32
155.2457,2048,128
155.2501,128,32
155.4008,6144,32
155.4233,3072,512
155.5391,2048,32
155.6520,512,32
155.7551,512,32
155.9054,3072,512
155.9955,5120,512
156.0393,512,128
156.0426,512,32
156.1571,512,32
156.2421,512,32
156.4044,512,32
156.4365,512,512
156.6710,4096,32
156.9013,3072,512
156.9044,512,32
157.1770,512,128
157.2532,7168,32
157.3960,2048,512
157.4088,512,32
157.6433,2048,32
157.6565,4096,32
157.7434,1024,32
157.7509,1024,32
157.7935,2048,32
157.9225,2048,32
158.0028,4096,32
158.0064,512,32
158.1434,4096,128
158.2439,512,32
158.2466,2048,32
158.3966,512,32
158.5432,2048,128
158.7417,2048,32
158.8930,512,32
158.9221,2048,32
159.0013,1024,128
159.0423,512,32
159.1605,512,128
159.1729,2048,512
159.2451,6144,32
159.2898,512,32
159.5445,512,32
159.5470,512,32
159.6715,512,32
159.7897,512,32
159.9130,512,32
159.9959,512,32
160.0185,4096,1024
160.0444,5120,32
160.1439,512,32
160.2419,2048,512
160.2977,512,32
160.4228,1024,32
160.4262,4096,512
160.4964,2048,32
160.7505,4096,32
160.8928,512,32
160.9091,512,32
160.9100,1024,32
160.9933,512,32
160.9960,512,32
161.1467,512,32
161.1621,1024,32
161.1707,512,32
161.2462,2048,512
161.3954,3072,32
161.4964,5120,512
161.6447,2048,128
161.7430,2048,512
161.7511,512,32
161.9907,128,128
162.0413,3072,32
162.1545,3072,32
162.2470,128,32
162.4982,512,32
162.6447,1024,32
162.7435,512,32
162.7472,2048,32
162.7897,128,32
162.8918,2048,32
162.9946,512,128
163.1541,128,32
163.1638,512,32
163.2920,2048,512
163.5445,512,32
163.6443,4096,32
163.7462,512,32
163.7555,4096,32
163.9164,512,32
163.9973,3072,512
164.1452,1024,32
164.2501,2048,128
164.2960,2048,512
164.3999,2048,32
164.4944,3072,32
164.6460,2048,512
164.6964,3072,32
164.7940,512,32
164.9486,512,32
165.0490,512,32
165.1439,1024,32
165.1553,6144,32
165.2428,3072,32
165.4960,4096,1024
165.5425,512,32
165.6424,128,32
165.6562,512,32
165.7464,4096,32
165.8939,128,32
165.9949,128,32
165.9986,512,32
166.0443,128,32
166.1658,5120,512
166.2455,2048,32
166.4142,512,32
166.6446,512,32
166.6593,2048,32
166.7493,1024,32
166.8950,3072,32
166.9100,512,32
166.9930,512,32
166.9995,2048,32
167.0091,1024,32
